onset	duration	trial_type	correct
4	6.0	CS1	1
22	6.0	CS2	1
32	6.0	CS1	1
42	6.0	MS2	1
52	6.0	CS2	1
62	6.0	MS2	1
78	6.0	MS1	0
90	6.0	MS4	1
100	6.0	MS2	1
110	6.0	MS1	1
120	6.0	MS3	1
134	6.0	CS1	1
146	6.0	CS4	1
156	6.0	CS4	1
166	6.0	CS1	1
176	6.0	MS3	1
188	6.0	MS4	1
200	6.0	MS3	1
210	6.0	CS2	1
220	6.0	CS4	1
230	6.0	MS3	1
244	6.0	MS1	1
258	6.0	CS3	1
272	6.0	CS2	1
288	6.0	CS4	1
302	6.0	CS3	1
312	6.0	CS4	1
324	6.0	CS3	1
334	6.0	MS1	1
344	6.0	MS4	1
360	6.0	MS1	1
372	6.0	CS1	1
388	6.0	MS4	1
398	6.0	MS4	1
408	6.0	CS3	1
422	6.0	MS3	1
432	6.0	CS3	1
448	6.0	CS2	1
460	6.0	MS2	1
470	6.0	MS2	1
