onset	duration	trial_type	correct
4	6.0	MS1	1
16	6.0	MS1	1
26	6.0	MS2	1
38	6.0	MS1	1
52	6.0	CS1	1
64	6.0	CS2	1
74	6.0	MS4	1
90	6.0	MS3	1
100	6.0	CS1	1
112	6.0	MS1	1
122	6.0	MS4	1
138	6.0	CS2	1
150	6.0	MS3	1
160	6.0	CS3	1
170	6.0	MS1	1
182	6.0	CS4	1
194	6.0	CS1	1
206	6.0	MS4	1
216	6.0	CS2	1
228	6.0	CS3	1
240	6.0	MS4	1
250	6.0	MS4	1
262	6.0	CS4	1
272	6.0	CS1	1
282	6.0	CS4	1
294	6.0	CS2	1
308	6.0	CS3	1
322	6.0	MS2	1
332	6.0	CS3	1
342	6.0	CS3	1
356	6.0	MS3	1
370	6.0	MS2	1
382	6.0	MS2	1
398	6.0	CS1	1
412	6.0	CS4	1
422	6.0	MS3	1
436	6.0	CS4	1
446	6.0	MS2	1
456	6.0	CS2	1
466	6.0	MS3	1
