onset	duration	trial_type	correct
4	6.0	MS3	1
16	6.0	MS3	1
26	6.0	CS3	1
36	6.0	CS2	1
46	6.0	CS2	1
56	6.0	MS4	1
66	6.0	MS2	1
78	6.0	CS4	1
94	6.0	MS1	1
110	6.0	CS2	1
120	6.0	CS1	1
130	6.0	MS1	1
140	6.0	MS2	1
154	6.0	MS4	1
170	6.0	MS3	1
180	6.0	CS1	1
192	6.0	CS3	1
204	6.0	MS1	1
214	6.0	CS1	1
224	6.0	CS4	1
236	6.0	MS4	1
250	6.0	MS2	1
264	6.0	CS3	1
280	6.0	CS3	1
290	6.0	CS3	1
302	6.0	MS3	1
312	6.0	MS3	1
328	6.0	CS4	1
344	6.0	MS2	1
354	6.0	CS1	1
364	6.0	MS2	1
374	6.0	MS1	1
384	6.0	MS1	1
396	6.0	CS1	1
408	6.0	CS2	1
426	6.0	MS4	1
438	6.0	MS4	1
448	6.0	CS2	1
458	6.0	CS4	1
468	6.0	CS4	1
