onset	duration	trial_type	correct
4	6.0	MS3	1
14	6.0	MS3	1
26	6.0	MS4	0
36	6.0	CS3	1
46	6.0	CS3	0
56	6.0	MS1	0
66	6.0	MS4	1
78	6.0	CS1	0
90	6.0	CS4	1
102	6.0	MS1	1
114	6.0	MS4	1
126	6.0	CS3	0
136	6.0	CS4	1
146	6.0	CS1	1
162	6.0	MS1	1
172	6.0	CS3	1
186	6.0	CS2	1
198	6.0	CS4	1
210	6.0	MS3	1
226	6.0	MS2	1
236	6.0	CS1	1
246	6.0	MS3	1
256	6.0	CS2	1
266	6.0	MS1	1
276	6.0	CS4	1
286	6.0	CS2	1
298	6.0	CS2	1
314	6.0	MS2	1
324	6.0	CS2	1
334	6.0	MS4	0
344	6.0	MS2	1
354	6.0	MS4	1
364	6.0	CS1	1
374	6.0	CS1	1
384	6.0	MS1	1
396	6.0	MS3	0
406	6.0	CS4	1
418	6.0	CS3	1
428	6.0	MS2	0
438	6.0	MS2	1
