onset	duration	trial_type	correct
4	6.0	MS2	1
14	6.0	CS4	1
24	6.0	CS2	1
34	6.0	MS2	1
44	6.0	MS2	1
56	6.0	MS3	1
68	6.0	CS4	1
80	6.0	MS4	1
90	6.0	MS4	1
104	6.0	MS1	1
114	6.0	CS4	1
126	6.0	CS1	1
138	6.0	CS4	1
148	6.0	MS3	1
158	6.0	MS2	1
168	6.0	CS1	1
178	6.0	CS4	1
188	6.0	CS3	1
200	6.0	CS3	1
212	6.0	MS3	1
222	6.0	MS4	1
234	6.0	MS2	1
244	6.0	MS1	1
258	6.0	MS4	1
268	6.0	CS3	1
278	6.0	CS1	1
292	6.0	MS1	1
304	6.0	MS1	1
316	6.0	CS1	1
326	6.0	MS1	1
338	6.0	CS2	1
348	6.0	CS3	1
360	6.0	CS1	0
370	6.0	CS2	1
384	6.0	CS3	1
394	6.0	MS4	1
404	6.0	CS2	1
414	6.0	MS3	1
424	6.0	MS3	1
438	6.0	CS2	1
