onset	duration	trial_type	correct
4	6.0	MS1	1
16	6.0	CS1	1
26	6.0	CS1	1
36	6.0	MS4	1
46	6.0	CS3	1
58	6.0	CS1	1
68	6.0	MS2	1
78	6.0	CS2	0
90	6.0	CS2	1
102	6.0	CS4	1
112	6.0	CS1	1
126	6.0	MS1	0
136	6.0	CS1	1
146	6.0	MS1	1
158	6.0	CS3	0
172	6.0	CS3	1
184	6.0	MS4	1
194	6.0	MS2	1
204	6.0	CS4	1
214	6.0	MS1	1
224	6.0	MS3	1
234	6.0	MS3	1
244	6.0	CS4	1
256	6.0	MS3	0
266	6.0	MS4	1
276	6.0	CS2	0
286	6.0	MS1	1
296	6.0	CS4	1
310	6.0	CS2	1
320	6.0	CS3	1
332	6.0	CS4	1
342	6.0	MS2	1
354	6.0	CS3	1
364	6.0	CS2	1
374	6.0	MS3	1
388	6.0	MS3	1
400	6.0	MS2	1
410	6.0	MS2	1
424	6.0	MS4	1
438	6.0	MS4	1
