onset	duration	trial_type	correct
4	6.0	MS2	1
16	6.0	CS3	0
26	6.0	MS1	1
40	6.0	MS2	1
50	6.0	CS3	1
60	6.0	MS3	0
70	6.0	MS3	1
80	6.0	CS3	1
90	6.0	CS2	0
100	6.0	MS1	1
112	6.0	CS4	0
122	6.0	MS4	1
136	6.0	CS2	1
146	6.0	CS4	1
158	6.0	CS1	0
172	6.0	MS1	1
182	6.0	MS4	0
192	6.0	CS3	1
204	6.0	MS3	1
218	6.0	MS4	1
228	6.0	MS1	1
242	6.0	CS1	1
254	6.0	MS2	1
268	6.0	CS2	0
280	6.0	CS4	1
290	6.0	CS2	1
300	6.0	MS2	1
310	6.0	CS4	1
320	6.0	MS2	1
330	6.0	MS3	1
340	6.0	CS2	1
350	6.0	MS4	1
362	6.0	CS3	1
374	6.0	MS4	0
388	6.0	MS3	1
398	6.0	CS4	0
408	6.0	CS1	1
418	6.0	CS1	1
428	6.0	MS1	1
438	6.0	CS1	1
