onset	duration	trial_type	correct
4	6.0	MS1	1
14	6.0	MS3	1
24	6.0	CS2	1
34	6.0	MS3	1
44	6.0	MS2	0
54	6.0	MS1	1
64	6.0	CS3	0
74	6.0	CS1	1
84	6.0	MS2	1
94	6.0	CS4	1
106	6.0	MS1	0
116	6.0	CS2	1
126	6.0	MS4	1
138	6.0	CS1	1
148	6.0	CS4	0
160	6.0	CS3	0
174	6.0	MS2	1
184	6.0	MS4	1
194	6.0	MS4	1
208	6.0	CS2	0
222	6.0	CS1	1
232	6.0	MS3	1
246	6.0	MS4	1
258	6.0	MS1	1
270	6.0	CS4	1
280	6.0	CS1	1
296	6.0	CS4	1
306	6.0	MS1	0
316	6.0	MS2	1
328	6.0	MS3	1
338	6.0	MS3	1
348	6.0	CS4	1
360	6.0	MS4	1
370	6.0	CS3	0
380	6.0	CS2	0
392	6.0	CS1	1
404	6.0	CS3	0
416	6.0	CS2	1
428	6.0	MS2	1
438	6.0	CS3	1
