onset	duration	trial_type	correct
4	6.0	CS1	1
14	6.0	CS1	1
24	6.0	MS1	1
36	6.0	CS1	1
48	6.0	MS2	1
60	6.0	MS3	1
70	6.0	CS4	1
80	6.0	MS3	1
94	6.0	CS3	1
104	6.0	CS2	1
114	6.0	MS2	0
126	6.0	CS2	1
136	6.0	CS3	1
146	6.0	MS3	1
156	6.0	MS4	0
168	6.0	CS3	1
178	6.0	CS1	1
188	6.0	MS2	1
198	6.0	CS3	1
210	6.0	MS3	1
222	6.0	CS3	1
236	6.0	MS4	0
246	6.0	MS4	1
258	6.0	MS2	1
268	6.0	CS2	1
280	6.0	CS2	1
294	6.0	CS2	1
304	6.0	MS3	1
320	6.0	CS4	1
330	6.0	CS4	1
340	6.0	MS4	1
350	6.0	MS1	1
360	6.0	MS1	1
370	6.0	CS1	1
382	6.0	MS1	1
394	6.0	CS4	1
404	6.0	MS2	1
414	6.0	MS4	1
424	6.0	CS4	1
438	6.0	MS1	1
