onset	duration	trial_type	correct
4	6.0	MS1	1
14	6.0	CS3	1
24	6.0	MS1	1
34	6.0	CS2	1
48	6.0	CS1	0
58	6.0	CS2	1
68	6.0	MS2	1
78	6.0	MS4	1
92	6.0	CS4	1
104	6.0	MS1	1
118	6.0	MS3	1
130	6.0	MS2	1
146	6.0	MS2	1
156	6.0	MS3	1
166	6.0	MS1	1
176	6.0	MS2	0
186	6.0	CS3	1
196	6.0	CS1	1
206	6.0	MS1	1
220	6.0	CS3	1
230	6.0	CS4	0
242	6.0	CS1	0
252	6.0	MS3	1
262	6.0	CS2	0
272	6.0	MS4	1
284	6.0	CS4	1
298	6.0	CS2	0
310	6.0	CS1	1
322	6.0	MS4	1
332	6.0	CS3	1
342	6.0	MS4	1
352	6.0	CS4	0
362	6.0	CS4	1
372	6.0	MS4	1
384	6.0	MS2	1
394	6.0	CS1	1
404	6.0	CS3	1
416	6.0	MS3	1
426	6.0	MS3	1
438	6.0	CS2	1
