onset	duration	trial_type	correct
4	6.0	CS3	1
14	6.0	MS2	1
24	6.0	CS2	1
34	6.0	MS2	1
44	6.0	MS2	1
54	6.0	CS3	1
64	6.0	CS4	1
74	6.0	MS4	1
86	6.0	CS1	0
100	6.0	CS2	1
110	6.0	CS3	1
122	6.0	CS4	1
136	6.0	MS4	1
148	6.0	CS2	1
158	6.0	MS3	0
168	6.0	CS1	1
182	6.0	MS3	1
196	6.0	CS1	1
206	6.0	MS4	1
216	6.0	CS4	1
228	6.0	CS4	1
238	6.0	MS1	1
248	6.0	MS4	1
260	6.0	CS4	1
270	6.0	CS3	1
286	6.0	CS1	1
296	6.0	MS3	1
306	6.0	MS4	1
316	6.0	MS1	1
326	6.0	CS2	1
340	6.0	MS2	1
350	6.0	MS1	1
360	6.0	MS3	1
370	6.0	MS3	1
382	6.0	MS1	1
396	6.0	MS1	1
406	6.0	CS3	1
416	6.0	CS2	1
426	6.0	CS1	1
438	6.0	MS2	1
