onset	duration	trial_type	correct
4	6.0	MS2	1
14	6.0	MS2	1
24	6.0	CS3	1
34	6.0	MS1	1
44	6.0	MS4	1
54	6.0	MS1	1
64	6.0	MS3	1
74	6.0	MS4	1
84	6.0	CS2	1
94	6.0	MS3	1
104	6.0	CS2	1
114	6.0	CS1	1
128	6.0	MS2	1
142	6.0	CS1	1
152	6.0	MS2	1
164	6.0	CS2	1
174	6.0	CS3	0
184	6.0	MS4	1
196	6.0	MS1	1
208	6.0	CS3	1
218	6.0	MS3	1
230	6.0	MS1	1
240	6.0	MS1	1
250	6.0	CS1	1
260	6.0	CS1	1
270	6.0	CS2	1
282	6.0	MS3	1
292	6.0	CS4	1
306	6.0	CS1	1
316	6.0	CS3	1
326	6.0	CS4	1
340	6.0	CS2	1
356	6.0	CS3	1
368	6.0	MS4	1
382	6.0	CS4	1
396	6.0	CS4	1
408	6.0	CS4	1
418	6.0	MS4	1
428	6.0	MS2	1
438	6.0	MS3	1
