onset	duration	trial_type	correct
4	6.0	CS2	0
14	6.0	MS4	1
24	6.0	CS3	1
34	6.0	MS3	1
44	6.0	CS1	1
54	6.0	CS3	1
64	6.0	CS3	0
74	6.0	MS4	1
84	6.0	MS1	0
94	6.0	MS1	0
106	6.0	MS2	1
116	6.0	CS1	1
126	6.0	CS4	0
136	6.0	MS4	1
148	6.0	MS3	1
158	6.0	MS2	1
168	6.0	MS3	1
180	6.0	CS2	1
192	6.0	MS3	1
202	6.0	MS3	1
214	6.0	MS4	1
230	6.0	CS3	0
240	6.0	CS4	1
250	6.0	CS2	0
264	6.0	MS1	1
274	6.0	CS3	1
286	6.0	CS4	1
300	6.0	MS2	0
314	6.0	MS4	0
326	6.0	CS1	1
336	6.0	MS2	1
346	6.0	CS2	0
356	6.0	CS1	1
366	6.0	MS1	1
376	6.0	CS4	0
388	6.0	CS4	1
398	6.0	MS1	1
412	6.0	MS2	1
428	6.0	CS1	0
438	6.0	CS2	1
