onset	duration	trial_type	correct
4	6.0	CS3	1
16	6.0	CS4	1
30	6.0	CS1	1
44	6.0	CS2	1
54	6.0	MS4	1
64	6.0	MS3	1
80	6.0	MS4	1
94	6.0	CS3	1
108	6.0	CS4	1
118	6.0	MS2	1
128	6.0	CS2	1
142	6.0	MS1	1
152	6.0	MS1	1
168	6.0	CS1	1
182	6.0	MS3	1
192	6.0	CS3	1
202	6.0	CS1	1
214	6.0	MS4	0
226	6.0	MS2	1
236	6.0	MS4	1
246	6.0	CS2	1
258	6.0	MS3	1
270	6.0	MS1	1
282	6.0	MS3	1
296	6.0	CS2	1
308	6.0	MS4	1
320	6.0	CS4	1
330	6.0	CS2	1
340	6.0	MS2	1
352	6.0	CS3	0
366	6.0	CS1	1
378	6.0	CS4	1
388	6.0	CS3	1
398	6.0	MS1	1
410	6.0	MS1	1
420	6.0	CS4	1
430	6.0	MS3	0
440	6.0	MS2	0
452	6.0	CS1	1
464	6.0	MS2	1
