onset	duration	trial_type	correct
4	6.0	CS4	1
14	6.0	MS3	1
28	6.0	CS4	1
38	6.0	CS1	1
48	6.0	CS4	1
64	6.0	MS1	1
74	6.0	MS2	1
84	6.0	CS4	1
96	6.0	MS3	0
106	6.0	CS2	1
118	6.0	CS1	1
128	6.0	MS3	1
138	6.0	MS4	1
150	6.0	MS1	1
164	6.0	CS3	1
178	6.0	CS3	1
188	6.0	CS4	1
198	6.0	MS4	1
212	6.0	CS1	1
222	6.0	CS1	1
232	6.0	MS2	1
242	6.0	MS1	1
252	6.0	MS4	1
262	6.0	MS3	1
274	6.0	CS2	0
284	6.0	MS2	1
298	6.0	MS4	1
308	6.0	MS4	1
318	6.0	CS3	0
328	6.0	CS3	1
340	6.0	CS2	1
354	6.0	MS2	1
366	6.0	MS2	1
378	6.0	MS3	1
388	6.0	MS1	1
398	6.0	CS1	1
408	6.0	MS1	1
418	6.0	CS2	1
428	6.0	CS2	1
438	6.0	CS3	1
