onset	duration	trial_type	correct
4	6.0	MS3	1
14	6.0	CS4	1
28	6.0	CS4	1
38	6.0	CS2	1
48	6.0	CS1	1
58	6.0	CS1	1
72	6.0	MS1	0
82	6.0	MS2	1
92	6.0	MS4	1
104	6.0	CS3	0
114	6.0	MS2	0
124	6.0	CS1	1
138	6.0	MS3	1
148	6.0	CS2	1
158	6.0	CS4	1
168	6.0	CS3	1
178	6.0	MS4	1
188	6.0	CS1	1
200	6.0	MS2	1
210	6.0	CS3	0
224	6.0	CS2	1
234	6.0	MS1	1
244	6.0	CS3	1
254	6.0	MS1	1
266	6.0	MS4	1
276	6.0	MS2	0
290	6.0	CS3	1
302	6.0	MS3	1
314	6.0	MS2	0
326	6.0	MS3	1
336	6.0	MS1	0
346	6.0	CS2	1
362	6.0	CS4	1
372	6.0	MS1	0
384	6.0	CS4	1
394	6.0	MS3	1
404	6.0	MS4	1
414	6.0	CS2	1
426	6.0	MS4	1
438	6.0	CS1	1
