onset	duration	trial_type	correct
4	6.0	CS3	1
14	6.0	CS1	1
24	6.0	MS4	0
38	6.0	CS3	1
48	6.0	MS1	1
58	6.0	MS4	1
68	6.0	CS2	1
80	6.0	MS3	1
90	6.0	MS1	1
100	6.0	CS4	1
110	6.0	CS4	1
120	6.0	CS3	1
130	6.0	MS2	1
142	6.0	MS1	1
154	6.0	MS2	1
164	6.0	CS2	1
174	6.0	CS4	1
184	6.0	MS3	1
196	6.0	CS3	1
206	6.0	CS4	1
218	6.0	MS4	1
228	6.0	CS1	1
242	6.0	MS2	1
252	6.0	MS1	1
262	6.0	CS1	1
272	6.0	MS1	1
286	6.0	MS2	1
296	6.0	MS3	1
306	6.0	MS2	1
316	6.0	CS1	1
328	6.0	CS2	0
338	6.0	MS4	1
348	6.0	MS3	1
364	6.0	CS2	1
374	6.0	CS2	0
388	6.0	MS3	1
398	6.0	MS4	1
408	6.0	CS3	1
420	6.0	CS4	1
436	6.0	CS1	0
