onset	duration	trial_type	correct
4	6.0	MS4	1
16	6.0	MS2	1
26	6.0	MS4	1
36	6.0	MS1	1
46	6.0	CS2	1
58	6.0	CS1	1
72	6.0	CS1	1
82	6.0	CS1	1
92	6.0	CS2	0
102	6.0	MS3	1
112	6.0	CS3	1
122	6.0	CS1	1
132	6.0	MS3	0
144	6.0	CS4	1
154	6.0	MS4	1
166	6.0	CS2	1
176	6.0	CS2	1
188	6.0	MS4	1
198	6.0	CS1	1
210	6.0	MS1	1
220	6.0	CS4	1
236	6.0	MS1	1
250	6.0	CS3	1
260	6.0	MS4	1
270	6.0	CS3	1
284	6.0	CS4	1
294	6.0	CS2	1
306	6.0	MS2	1
316	6.0	CS4	1
326	6.0	MS3	1
340	6.0	MS3	1
350	6.0	MS2	1
360	6.0	MS2	1
372	6.0	CS3	1
384	6.0	CS4	1
394	6.0	MS2	1
406	6.0	MS3	0
416	6.0	MS1	1
428	6.0	CS3	1
438	6.0	MS1	1
