onset	duration	trial_type	correct
4	6.0	MS4	1
14	6.0	MS2	1
28	6.0	MS3	1
38	6.0	MS4	0
48	6.0	CS3	1
58	6.0	MS2	1
68	6.0	MS1	1
78	6.0	CS1	1
88	6.0	CS1	1
98	6.0	CS2	0
110	6.0	CS2	1
120	6.0	CS2	1
130	6.0	CS4	0
140	6.0	MS2	1
152	6.0	CS1	1
162	6.0	MS3	1
176	6.0	CS4	1
188	6.0	MS3	0
198	6.0	CS4	1
208	6.0	MS1	0
222	6.0	CS2	1
234	6.0	MS2	1
246	6.0	MS3	1
256	6.0	MS3	1
266	6.0	CS3	1
276	6.0	CS3	1
286	6.0	CS2	1
296	6.0	MS4	1
308	6.0	CS1	1
318	6.0	MS2	0
328	6.0	CS4	1
340	6.0	MS1	1
350	6.0	CS4	1
364	6.0	MS4	1
378	6.0	CS3	1
390	6.0	CS3	1
404	6.0	MS1	1
414	6.0	MS1	1
426	6.0	MS4	1
436	6.0	CS1	0
