onset	duration	trial_type	correct
4	6.0	MS4	1
14	6.0	CS3	1
28	6.0	MS4	1
40	6.0	CS2	1
50	6.0	CS3	1
60	6.0	MS2	1
72	6.0	CS4	1
82	6.0	MS3	1
92	6.0	CS4	1
102	6.0	CS4	1
116	6.0	MS1	1
126	6.0	MS3	1
140	6.0	CS1	1
152	6.0	MS3	1
162	6.0	CS2	1
174	6.0	CS3	1
184	6.0	MS4	1
196	6.0	CS4	1
210	6.0	CS3	1
220	6.0	CS2	1
230	6.0	CS1	1
244	6.0	MS1	1
256	6.0	MS2	1
266	6.0	CS2	1
276	6.0	MS4	1
286	6.0	MS1	1
298	6.0	MS3	1
308	6.0	CS1	1
318	6.0	CS1	1
328	6.0	CS3	0
340	6.0	CS1	1
350	6.0	MS4	1
360	6.0	CS4	1
370	6.0	MS1	1
386	6.0	CS2	1
398	6.0	MS2	1
408	6.0	MS3	1
418	6.0	MS2	1
428	6.0	MS1	1
438	6.0	MS2	1
