onset	duration	trial_type	correct
4	6.0	MS2	1
14	6.0	CS4	1
26	6.0	CS1	1
36	6.0	MS4	0
46	6.0	MS4	1
58	6.0	MS1	1
68	6.0	MS2	1
78	6.0	MS1	1
88	6.0	MS4	1
102	6.0	CS2	1
116	6.0	MS4	1
126	6.0	CS1	1
138	6.0	MS2	1
150	6.0	CS2	1
160	6.0	MS2	1
172	6.0	CS1	1
184	6.0	CS3	1
194	6.0	CS2	1
204	6.0	CS1	1
214	6.0	CS3	1
224	6.0	MS1	1
234	6.0	CS2	1
246	6.0	CS4	1
258	6.0	MS3	1
268	6.0	MS4	1
278	6.0	MS3	1
288	6.0	MS3	1
298	6.0	CS3	1
310	6.0	CS3	0
320	6.0	MS3	1
332	6.0	CS4	1
342	6.0	CS3	1
354	6.0	CS2	1
368	6.0	CS4	1
378	6.0	MS2	1
388	6.0	CS1	1
406	6.0	MS3	1
416	6.0	CS4	1
426	6.0	MS1	1
438	6.0	MS1	1
