onset	duration	trial_type	correct
4	6.0	MS3	0
14	6.0	CS4	1
24	6.0	CS3	1
34	6.0	CS1	1
44	6.0	CS2	1
54	6.0	MS1	1
64	6.0	CS2	1
78	6.0	CS4	1
90	6.0	MS3	1
102	6.0	CS1	1
112	6.0	MS2	1
122	6.0	MS4	1
132	6.0	CS1	1
146	6.0	MS4	1
156	6.0	CS3	1
168	6.0	MS2	1
178	6.0	CS3	1
188	6.0	MS4	1
198	6.0	MS1	1
208	6.0	CS1	1
218	6.0	MS4	1
232	6.0	MS1	1
242	6.0	MS1	1
254	6.0	MS3	1
268	6.0	CS2	1
278	6.0	MS3	1
292	6.0	CS3	1
308	6.0	CS1	1
320	6.0	CS4	1
330	6.0	CS2	1
340	6.0	MS4	1
350	6.0	MS2	1
366	6.0	MS2	1
376	6.0	CS4	1
386	6.0	MS1	1
396	6.0	CS4	1
406	6.0	MS2	1
418	6.0	CS2	1
428	6.0	CS3	1
438	6.0	MS3	1
