onset	duration	trial_type	correct
4	6.0	MS4	1
16	6.0	MS4	1
30	6.0	MS3	1
40	6.0	MS3	1
50	6.0	CS2	1
62	6.0	MS1	1
72	6.0	MS4	1
82	6.0	MS1	1
92	6.0	MS3	1
102	6.0	MS4	1
112	6.0	CS3	0
122	6.0	MS2	1
136	6.0	CS3	1
148	6.0	MS2	1
158	6.0	CS4	0
168	6.0	CS2	1
178	6.0	MS4	1
188	6.0	CS2	1
200	6.0	CS4	0
210	6.0	CS4	1
220	6.0	MS3	1
232	6.0	CS2	1
242	6.0	CS1	1
252	6.0	CS4	1
268	6.0	MS1	1
282	6.0	MS2	1
294	6.0	CS1	1
306	6.0	CS4	1
316	6.0	CS1	1
332	6.0	MS1	1
344	6.0	CS1	1
354	6.0	MS1	1
364	6.0	CS1	1
374	6.0	MS2	1
384	6.0	CS3	0
394	6.0	CS2	1
404	6.0	CS3	1
416	6.0	CS3	1
426	6.0	MS3	1
438	6.0	MS2	1
