onset	duration	trial_type	correct
4	6.0	CS2	1
14	6.0	CS2	1
28	6.0	CS2	1
38	6.0	CS4	1
54	6.0	MS1	1
64	6.0	CS2	1
74	6.0	MS3	1
86	6.0	CS1	1
100	6.0	MS4	1
110	6.0	MS2	1
120	6.0	MS3	1
134	6.0	MS4	1
146	6.0	CS3	0
156	6.0	MS1	1
170	6.0	MS3	1
182	6.0	MS4	1
196	6.0	CS3	1
206	6.0	MS2	1
216	6.0	CS1	1
230	6.0	MS1	1
240	6.0	CS1	1
250	6.0	MS3	1
260	6.0	CS4	1
272	6.0	CS4	1
282	6.0	CS3	1
294	6.0	MS1	1
304	6.0	CS3	1
314	6.0	CS1	1
328	6.0	CS1	1
338	6.0	CS4	1
354	6.0	MS4	1
368	6.0	CS4	1
382	6.0	MS2	1
394	6.0	CS2	1
404	6.0	MS4	1
416	6.0	MS3	1
426	6.0	MS2	1
438	6.0	MS1	1
452	6.0	MS2	1
464	6.0	CS3	1
