onset	duration	trial_type	correct
4	6.0	CS1	0
14	6.0	MS2	1
24	6.0	CS1	1
34	6.0	CS3	1
46	6.0	CS2	0
56	6.0	MS3	0
66	6.0	CS2	1
76	6.0	MS4	1
86	6.0	CS1	1
98	6.0	MS1	1
114	6.0	CS2	1
126	6.0	MS3	1
138	6.0	MS2	0
148	6.0	CS4	1
162	6.0	CS4	1
172	6.0	MS2	1
184	6.0	MS4	1
194	6.0	CS2	1
204	6.0	CS4	1
214	6.0	MS3	0
228	6.0	MS4	1
242	6.0	CS3	1
252	6.0	CS4	1
262	6.0	MS1	1
272	6.0	CS2	1
282	6.0	MS2	1
298	6.0	MS3	1
308	6.0	MS1	0
322	6.0	MS4	0
336	6.0	MS1	1
346	6.0	CS1	1
356	6.0	CS4	1
368	6.0	CS3	1
378	6.0	MS2	0
388	6.0	MS3	1
398	6.0	CS3	1
408	6.0	CS3	1
418	6.0	CS1	1
428	6.0	MS1	1
438	6.0	MS4	1
