onset	duration	trial_type	correct
4	6.0	MS4	1
16	6.0	CS2	1
28	6.0	MS3	1
38	6.0	MS4	1
48	6.0	MS1	1
58	6.0	CS3	1
68	6.0	CS2	1
80	6.0	MS2	1
90	6.0	MS3	1
100	6.0	CS3	1
116	6.0	MS3	1
126	6.0	CS4	1
136	6.0	CS1	1
146	6.0	CS1	1
158	6.0	CS3	1
172	6.0	CS2	1
182	6.0	MS1	1
192	6.0	CS1	0
202	6.0	MS3	1
216	6.0	CS3	1
226	6.0	MS2	1
236	6.0	CS4	1
246	6.0	MS4	1
260	6.0	MS1	1
272	6.0	MS2	1
288	6.0	CS1	1
298	6.0	MS1	1
308	6.0	CS1	1
318	6.0	CS3	1
328	6.0	MS4	1
338	6.0	MS2	1
350	6.0	CS4	1
362	6.0	MS1	0
372	6.0	CS2	1
382	6.0	MS2	1
392	6.0	CS2	1
406	6.0	CS4	1
416	6.0	CS4	1
428	6.0	MS4	1
438	6.0	MS3	1
