onset	duration	trial_type	correct
4	6.0	CS2	1
16	6.0	MS3	1
26	6.0	MS3	1
40	6.0	MS4	1
50	6.0	MS3	1
62	6.0	CS2	1
72	6.0	MS4	1
82	6.0	CS4	1
92	6.0	CS4	1
106	6.0	MS4	1
116	6.0	MS2	1
126	6.0	MS1	1
136	6.0	MS1	1
148	6.0	CS3	1
164	6.0	CS4	1
176	6.0	MS4	1
188	6.0	MS1	1
198	6.0	MS2	1
214	6.0	MS2	1
224	6.0	CS2	1
234	6.0	CS1	1
244	6.0	MS1	1
254	6.0	CS1	1
266	6.0	MS2	1
276	6.0	MS3	1
290	6.0	CS2	1
300	6.0	MS2	1
310	6.0	CS3	1
320	6.0	CS3	1
332	6.0	CS4	1
342	6.0	MS3	1
352	6.0	CS3	1
366	6.0	MS1	1
376	6.0	MS4	1
388	6.0	CS2	1
398	6.0	CS3	1
408	6.0	CS1	1
418	6.0	CS4	1
428	6.0	CS1	1
438	6.0	CS1	1
