onset	duration	trial_type	correct
4	6.0	MS3	1
18	6.0	CS1	1
28	6.0	MS4	1
38	6.0	MS1	1
48	6.0	MS1	1
60	6.0	CS3	0
70	6.0	CS2	1
86	6.0	CS4	0
96	6.0	MS1	1
106	6.0	MS3	1
116	6.0	MS3	1
126	6.0	MS2	1
136	6.0	MS4	1
146	6.0	CS1	1
156	6.0	CS4	1
170	6.0	CS2	1
180	6.0	CS3	1
194	6.0	MS4	1
206	6.0	CS1	1
216	6.0	CS1	1
228	6.0	CS4	1
244	6.0	MS3	1
254	6.0	CS2	1
264	6.0	CS2	1
276	6.0	CS3	1
286	6.0	MS1	1
296	6.0	CS4	1
306	6.0	MS4	1
316	6.0	CS4	1
326	6.0	MS3	1
336	6.0	CS1	1
350	6.0	MS2	1
360	6.0	CS3	1
372	6.0	CS3	1
382	6.0	MS2	1
394	6.0	MS2	1
406	6.0	MS1	1
416	6.0	MS4	1
428	6.0	CS2	1
438	6.0	MS2	0
