onset	duration	trial_type	correct
4	6.0	CS4	1
14	6.0	MS4	1
24	6.0	MS2	1
34	6.0	CS1	1
44	6.0	CS2	1
58	6.0	MS3	1
68	6.0	MS4	1
78	6.0	CS1	1
88	6.0	MS3	1
104	6.0	MS1	1
114	6.0	CS1	1
124	6.0	CS3	1
136	6.0	MS1	1
152	6.0	CS3	1
162	6.0	CS4	1
176	6.0	MS3	1
186	6.0	CS4	1
200	6.0	CS2	1
210	6.0	CS3	1
220	6.0	MS1	1
232	6.0	CS1	1
242	6.0	MS4	1
254	6.0	MS4	1
264	6.0	MS4	1
276	6.0	MS2	1
286	6.0	CS4	1
298	6.0	CS3	1
308	6.0	CS2	1
318	6.0	MS1	1
328	6.0	CS4	1
338	6.0	MS3	1
348	6.0	CS3	1
360	6.0	CS2	0
370	6.0	MS2	1
380	6.0	MS3	1
390	6.0	MS1	1
400	6.0	CS2	1
414	6.0	CS1	1
426	6.0	MS2	1
438	6.0	MS2	1
