onset	duration	trial_type	correct
4	6.0	CS1	1
16	6.0	MS3	1
30	6.0	MS1	1
42	6.0	MS4	1
52	6.0	CS3	1
62	6.0	MS3	1
72	6.0	MS2	1
82	6.0	CS2	1
92	6.0	MS4	1
106	6.0	CS3	1
118	6.0	MS3	1
128	6.0	CS4	1
138	6.0	MS3	1
148	6.0	CS1	0
158	6.0	CS3	1
168	6.0	CS2	0
178	6.0	MS1	1
188	6.0	MS1	1
198	6.0	MS4	1
208	6.0	CS2	1
220	6.0	CS2	1
234	6.0	MS4	1
244	6.0	CS4	1
258	6.0	CS3	1
268	6.0	MS1	1
280	6.0	CS4	1
290	6.0	MS2	1
306	6.0	CS2	0
316	6.0	CS4	1
328	6.0	CS3	1
338	6.0	CS1	1
352	6.0	MS3	1
366	6.0	CS1	1
376	6.0	CS1	1
386	6.0	MS2	1
396	6.0	MS4	1
406	6.0	MS2	1
418	6.0	MS2	1
428	6.0	MS1	1
438	6.0	CS4	1
