onset	duration	trial_type	correct
4	6.0	CS4	1
14	6.0	CS3	1
24	6.0	MS4	1
38	6.0	MS4	1
48	6.0	MS2	1
58	6.0	CS2	1
68	6.0	MS1	1
78	6.0	MS3	1
88	6.0	CS1	1
100	6.0	MS2	1
112	6.0	CS4	1
122	6.0	CS1	1
132	6.0	MS1	1
148	6.0	CS1	1
158	6.0	CS3	1
168	6.0	MS3	1
178	6.0	MS1	1
190	6.0	MS4	1
200	6.0	MS1	1
210	6.0	CS2	1
220	6.0	CS1	1
232	6.0	CS4	1
244	6.0	CS3	1
254	6.0	MS2	1
264	6.0	CS4	1
278	6.0	CS2	1
292	6.0	MS3	1
304	6.0	MS1	1
314	6.0	CS1	1
326	6.0	CS3	1
338	6.0	CS2	1
348	6.0	MS2	1
362	6.0	CS2	1
374	6.0	MS4	0
384	6.0	MS3	1
394	6.0	CS4	1
404	6.0	MS2	1
414	6.0	MS4	1
426	6.0	CS3	0
438	6.0	MS3	1
