onset	duration	trial_type	correct
4	6.0	CS4	1
14	6.0	MS3	1
24	6.0	MS4	1
34	6.0	CS4	1
44	6.0	CS4	0
56	6.0	MS2	1
66	6.0	MS4	1
78	6.0	CS2	1
88	6.0	CS2	1
98	6.0	CS3	1
108	6.0	CS2	1
120	6.0	MS3	1
132	6.0	MS4	1
144	6.0	CS1	1
154	6.0	MS1	1
164	6.0	MS4	1
174	6.0	MS2	1
188	6.0	CS3	1
198	6.0	CS3	1
208	6.0	MS2	1
218	6.0	MS2	1
230	6.0	MS2	1
240	6.0	CS4	1
250	6.0	CS2	1
264	6.0	MS4	1
278	6.0	MS3	1
290	6.0	MS1	1
300	6.0	MS1	1
310	6.0	CS1	1
322	6.0	CS2	1
334	6.0	MS1	1
346	6.0	CS3	1
360	6.0	CS1	1
370	6.0	CS3	1
380	6.0	MS1	1
390	6.0	CS4	1
404	6.0	CS1	1
416	6.0	MS3	1
426	6.0	MS3	1
436	6.0	CS1	1
