onset	duration	trial_type	correct
4	6.0	MS4	1
16	6.0	MS4	1
26	6.0	CS3	1
36	6.0	MS2	1
46	6.0	MS2	1
56	6.0	CS2	1
66	6.0	CS4	1
76	6.0	MS3	1
88	6.0	CS3	1
98	6.0	CS2	1
110	6.0	MS3	1
122	6.0	MS2	1
134	6.0	CS3	1
144	6.0	MS4	0
154	6.0	CS1	1
170	6.0	CS2	1
180	6.0	MS4	1
190	6.0	MS1	1
200	6.0	CS1	1
212	6.0	CS1	1
226	6.0	MS2	0
240	6.0	MS2	1
250	6.0	CS4	1
260	6.0	CS2	1
270	6.0	CS3	1
280	6.0	MS3	1
292	6.0	CS4	1
302	6.0	MS1	1
312	6.0	CS2	1
322	6.0	MS3	1
332	6.0	CS4	1
348	6.0	CS4	1
360	6.0	MS1	1
370	6.0	MS1	0
382	6.0	MS4	1
392	6.0	MS3	1
402	6.0	CS1	1
412	6.0	MS1	1
428	6.0	CS1	1
438	6.0	CS3	1
