onset	duration	trial_type	correct
4	6.0	MS2	0
14	6.0	MS1	1
24	6.0	CS3	1
34	6.0	MS2	0
44	6.0	MS3	1
56	6.0	CS1	1
66	6.0	CS2	1
76	6.0	CS3	1
90	6.0	MS2	1
100	6.0	MS4	1
110	6.0	CS1	1
120	6.0	MS1	1
130	6.0	CS2	1
142	6.0	CS4	1
152	6.0	MS2	1
166	6.0	MS4	1
178	6.0	MS3	1
188	6.0	CS2	1
202	6.0	MS1	1
212	6.0	MS1	1
222	6.0	CS4	1
232	6.0	CS1	1
246	6.0	CS3	1
258	6.0	MS4	1
268	6.0	CS3	1
278	6.0	CS1	1
290	6.0	MS1	1
300	6.0	MS4	1
314	6.0	CS2	1
324	6.0	MS4	1
338	6.0	MS2	0
350	6.0	CS3	1
360	6.0	MS3	1
372	6.0	CS4	1
384	6.0	CS4	1
394	6.0	MS3	1
408	6.0	CS1	1
418	6.0	CS4	1
428	6.0	CS2	1
438	6.0	MS3	1
