onset	duration	trial_type	correct
4	6.0	CS1	1
18	6.0	MS2	0
28	6.0	CS1	1
38	6.0	CS4	1
48	6.0	CS1	1
58	6.0	MS2	1
70	6.0	MS3	1
82	6.0	MS2	1
92	6.0	CS2	1
104	6.0	MS3	1
114	6.0	CS1	1
126	6.0	CS3	1
136	6.0	CS4	0
146	6.0	CS2	1
160	6.0	MS4	1
170	6.0	MS3	1
180	6.0	MS2	1
190	6.0	MS3	1
200	6.0	CS4	1
210	6.0	MS1	0
220	6.0	CS3	0
232	6.0	MS1	1
246	6.0	MS4	1
256	6.0	MS4	1
266	6.0	CS3	1
276	6.0	CS3	1
286	6.0	CS2	1
296	6.0	MS1	1
306	6.0	MS3	1
316	6.0	MS4	1
330	6.0	CS3	1
346	6.0	CS2	1
356	6.0	CS4	1
366	6.0	MS2	1
378	6.0	CS1	1
392	6.0	MS1	0
402	6.0	MS1	0
414	6.0	CS4	1
424	6.0	MS4	1
438	6.0	CS2	1
