onset	duration	trial_type	correct
4	6.0	CS2	0
14	6.0	CS3	1
24	6.0	MS2	1
36	6.0	CS1	1
46	6.0	MS2	1
62	6.0	MS2	1
72	6.0	CS2	1
88	6.0	MS4	0
100	6.0	CS3	0
110	6.0	CS3	1
120	6.0	CS2	1
132	6.0	MS2	1
142	6.0	MS3	1
152	6.0	MS3	1
162	6.0	MS4	1
172	6.0	MS1	1
182	6.0	MS4	1
192	6.0	MS2	1
202	6.0	CS1	1
214	6.0	MS1	1
226	6.0	MS1	1
236	6.0	CS4	1
248	6.0	CS1	1
258	6.0	CS1	1
272	6.0	MS3	1
282	6.0	CS1	1
292	6.0	CS4	1
306	6.0	CS3	1
318	6.0	CS2	0
328	6.0	MS1	1
340	6.0	CS4	1
350	6.0	MS4	1
360	6.0	CS3	1
374	6.0	MS4	1
388	6.0	MS3	1
398	6.0	MS1	0
408	6.0	MS3	1
418	6.0	CS2	1
428	6.0	CS4	1
438	6.0	CS4	1
