onset	duration	trial_type	correct
4	6.0	MS3	1
14	6.0	CS3	1
24	6.0	CS3	1
34	6.0	CS2	1
48	6.0	CS3	1
58	6.0	MS4	1
72	6.0	CS3	1
82	6.0	MS3	1
94	6.0	MS2	0
110	6.0	CS4	1
120	6.0	CS1	1
132	6.0	CS1	0
142	6.0	MS4	1
154	6.0	CS4	1
164	6.0	CS4	1
174	6.0	MS3	0
184	6.0	MS4	1
194	6.0	CS2	1
204	6.0	CS4	1
214	6.0	MS1	0
224	6.0	MS1	1
234	6.0	CS2	1
244	6.0	MS2	1
258	6.0	CS2	1
272	6.0	MS1	1
282	6.0	MS2	1
292	6.0	MS4	1
302	6.0	CS3	1
314	6.0	CS2	1
326	6.0	CS1	0
336	6.0	MS2	1
348	6.0	CS4	1
360	6.0	MS1	1
372	6.0	MS4	1
386	6.0	CS1	0
396	6.0	MS3	1
408	6.0	MS3	1
418	6.0	MS2	1
428	6.0	MS1	0
438	6.0	CS1	0
