onset	duration	trial_type	correct
4	6.0	MS3	1
14	6.0	MS4	1
24	6.0	CS4	1
34	6.0	MS4	1
48	6.0	CS3	1
64	6.0	MS2	1
78	6.0	MS4	0
88	6.0	CS2	0
100	6.0	MS1	1
110	6.0	MS1	1
124	6.0	CS1	0
136	6.0	MS2	1
148	6.0	MS4	1
160	6.0	CS1	0
170	6.0	CS2	1
180	6.0	CS2	1
190	6.0	MS4	1
200	6.0	MS2	1
210	6.0	CS3	1
224	6.0	MS2	1
234	6.0	MS1	1
244	6.0	CS1	0
254	6.0	CS3	1
264	6.0	CS1	1
274	6.0	CS1	1
284	6.0	MS2	1
294	6.0	CS4	1
304	6.0	CS2	1
322	6.0	CS4	1
334	6.0	CS4	1
346	6.0	MS3	1
358	6.0	CS2	1
368	6.0	CS4	1
378	6.0	MS1	1
388	6.0	MS3	1
398	6.0	MS1	1
408	6.0	CS3	0
418	6.0	CS3	1
428	6.0	MS3	1
438	6.0	MS3	1
