onset	duration	trial_type	correct
4	6.0	MS2	1
20	6.0	MS3	1
30	6.0	MS1	1
42	6.0	MS1	1
52	6.0	MS3	0
62	6.0	CS2	1
72	6.0	CS1	1
82	6.0	CS3	1
92	6.0	MS2	1
102	6.0	CS3	1
114	6.0	CS2	1
128	6.0	CS4	1
138	6.0	CS4	1
148	6.0	MS4	1
158	6.0	MS3	1
170	6.0	CS3	1
180	6.0	CS4	1
192	6.0	CS1	1
202	6.0	MS1	1
212	6.0	MS1	1
222	6.0	CS4	0
232	6.0	CS1	1
242	6.0	MS3	1
252	6.0	CS1	0
262	6.0	CS2	1
272	6.0	MS2	0
284	6.0	CS1	1
294	6.0	MS2	1
304	6.0	MS2	1
314	6.0	CS4	0
328	6.0	CS2	1
342	6.0	MS4	1
358	6.0	MS4	1
368	6.0	MS4	1
380	6.0	MS4	1
390	6.0	MS1	0
404	6.0	CS2	1
414	6.0	CS3	0
424	6.0	CS3	1
438	6.0	MS3	1
