onset	duration	trial_type	correct
4	6.0	CS3	1
20	6.0	CS1	1
30	6.0	CS1	1
40	6.0	MS4	1
50	6.0	CS2	1
64	6.0	MS1	1
74	6.0	CS4	0
84	6.0	CS4	1
96	6.0	MS1	1
106	6.0	MS3	1
116	6.0	MS3	1
128	6.0	MS4	1
138	6.0	MS2	1
150	6.0	CS1	1
160	6.0	CS3	1
170	6.0	MS1	1
180	6.0	CS1	1
192	6.0	MS3	1
202	6.0	CS4	0
212	6.0	CS2	1
222	6.0	MS4	1
238	6.0	MS2	1
250	6.0	MS2	1
260	6.0	MS4	1
272	6.0	CS2	1
284	6.0	CS3	1
294	6.0	CS3	1
308	6.0	MS3	1
318	6.0	CS2	1
328	6.0	MS1	0
338	6.0	MS2	1
352	6.0	MS4	1
362	6.0	CS4	0
372	6.0	MS1	1
382	6.0	CS3	1
392	6.0	CS1	0
404	6.0	MS2	1
414	6.0	CS2	1
424	6.0	MS3	1
438	6.0	CS4	1
