onset	duration	trial_type	correct
4	6.0	MS2	1
14	6.0	CS3	1
24	6.0	MS4	1
34	6.0	CS2	1
46	6.0	CS1	1
56	6.0	CS1	1
66	6.0	CS2	1
78	6.0	MS3	1
88	6.0	MS3	1
100	6.0	CS4	1
110	6.0	CS2	1
124	6.0	MS3	1
140	6.0	CS2	1
150	6.0	CS4	1
162	6.0	CS3	1
174	6.0	MS1	1
186	6.0	MS2	1
196	6.0	MS2	1
206	6.0	MS1	1
216	6.0	CS2	1
226	6.0	CS1	1
240	6.0	MS3	1
250	6.0	CS3	1
260	6.0	CS4	1
270	6.0	MS4	1
280	6.0	MS2	1
290	6.0	CS1	1
304	6.0	CS3	1
314	6.0	MS1	1
324	6.0	MS4	1
334	6.0	MS3	1
344	6.0	CS1	1
354	6.0	CS4	1
364	6.0	MS1	1
378	6.0	MS4	1
390	6.0	MS4	1
406	6.0	CS4	1
416	6.0	MS2	1
428	6.0	MS1	1
438	6.0	CS3	1
