onset	duration	trial_type	correct
4	6.0	MS4	1
14	6.0	CS1	1
26	6.0	CS1	0
36	6.0	MS2	1
46	6.0	MS4	1
56	6.0	MS2	1
66	6.0	MS3	0
76	6.0	MS2	1
90	6.0	CS4	1
100	6.0	CS2	1
114	6.0	CS3	1
124	6.0	MS4	1
134	6.0	CS3	1
144	6.0	CS3	1
154	6.0	CS2	1
164	6.0	CS4	1
176	6.0	MS1	1
186	6.0	CS1	0
198	6.0	MS1	1
208	6.0	CS4	1
218	6.0	CS1	1
228	6.0	MS4	1
240	6.0	CS4	1
254	6.0	MS2	1
266	6.0	MS3	1
278	6.0	CS2	1
288	6.0	CS2	1
300	6.0	MS2	1
314	6.0	CS1	0
324	6.0	MS1	1
336	6.0	CS4	1
348	6.0	MS3	1
358	6.0	MS1	1
370	6.0	CS3	1
380	6.0	MS3	0
390	6.0	CS3	1
402	6.0	MS1	1
412	6.0	MS4	1
428	6.0	CS2	1
438	6.0	MS3	0
