onset	duration	trial_type	correct
4	6.0	CS1	1
14	6.0	CS4	1
24	6.0	MS2	1
36	6.0	CS3	1
46	6.0	MS4	1
56	6.0	MS3	0
66	6.0	CS3	0
76	6.0	CS1	1
88	6.0	MS4	0
100	6.0	MS2	1
110	6.0	MS1	1
120	6.0	MS3	1
130	6.0	MS2	1
140	6.0	CS2	1
150	6.0	MS1	1
160	6.0	MS2	1
170	6.0	CS4	1
182	6.0	MS3	1
198	6.0	MS3	1
212	6.0	CS3	1
222	6.0	MS3	1
232	6.0	CS1	1
242	6.0	MS1	1
254	6.0	CS2	1
266	6.0	CS1	1
282	6.0	MS2	1
292	6.0	MS4	1
304	6.0	CS4	1
314	6.0	MS1	0
324	6.0	CS4	1
334	6.0	CS2	0
346	6.0	CS2	1
360	6.0	MS4	1
370	6.0	CS2	1
380	6.0	CS3	1
392	6.0	MS4	1
404	6.0	MS1	1
414	6.0	CS3	0
428	6.0	CS4	1
438	6.0	CS1	1
