onset	duration	trial_type	correct
4	6.0	MS4	1
14	6.0	MS4	1
26	6.0	CS2	1
36	6.0	MS3	1
48	6.0	CS3	1
58	6.0	MS1	0
70	6.0	MS4	0
80	6.0	CS1	1
90	6.0	MS4	1
102	6.0	CS1	1
118	6.0	CS2	1
128	6.0	MS2	1
140	6.0	MS2	1
150	6.0	MS1	1
160	6.0	CS3	1
172	6.0	MS3	1
182	6.0	CS3	1
192	6.0	CS1	0
202	6.0	CS1	1
216	6.0	MS2	0
226	6.0	MS3	1
240	6.0	CS2	1
252	6.0	CS4	0
262	6.0	CS4	1
272	6.0	MS3	1
284	6.0	MS3	1
294	6.0	CS4	1
304	6.0	MS2	0
314	6.0	MS4	0
324	6.0	MS2	1
334	6.0	CS3	1
344	6.0	CS2	0
354	6.0	CS1	1
364	6.0	CS4	1
376	6.0	CS2	1
386	6.0	MS1	1
400	6.0	MS1	1
416	6.0	MS1	0
426	6.0	CS4	1
438	6.0	CS3	1
