onset	duration	trial_type	correct
4	6.0	MS2	1
18	6.0	CS4	1
28	6.0	MS3	1
38	6.0	MS2	1
48	6.0	CS4	1
62	6.0	CS1	0
74	6.0	MS2	1
84	6.0	MS4	1
96	6.0	CS4	1
106	6.0	CS1	1
116	6.0	CS3	1
130	6.0	MS1	1
142	6.0	MS2	1
156	6.0	MS3	1
166	6.0	CS1	0
176	6.0	CS2	1
186	6.0	CS3	1
196	6.0	CS4	1
206	6.0	CS3	1
216	6.0	CS1	1
228	6.0	CS2	1
238	6.0	MS4	1
248	6.0	CS3	1
258	6.0	CS2	1
268	6.0	MS1	1
280	6.0	MS3	1
292	6.0	MS1	1
306	6.0	CS3	1
318	6.0	MS4	1
328	6.0	MS3	1
338	6.0	MS1	1
348	6.0	CS2	1
358	6.0	MS3	1
368	6.0	MS4	1
384	6.0	CS1	1
394	6.0	MS1	1
404	6.0	CS4	0
418	6.0	MS4	1
428	6.0	CS2	1
438	6.0	MS2	1
