onset	duration	trial_type	correct
4	6.0	MS1	1
16	6.0	MS4	0
26	6.0	MS3	1
36	6.0	CS3	1
48	6.0	MS1	1
58	6.0	MS1	1
70	6.0	MS2	1
80	6.0	CS4	1
94	6.0	MS2	1
106	6.0	CS2	1
118	6.0	CS4	1
132	6.0	CS1	1
146	6.0	MS1	1
160	6.0	CS1	1
172	6.0	CS2	1
184	6.0	MS3	1
194	6.0	MS4	1
204	6.0	CS1	1
218	6.0	CS3	1
232	6.0	CS3	1
244	6.0	MS3	1
254	6.0	CS4	1
264	6.0	MS1	1
274	6.0	CS1	1
290	6.0	CS2	1
300	6.0	MS3	1
314	6.0	CS4	1
326	6.0	MS4	1
342	6.0	MS2	1
352	6.0	MS2	1
362	6.0	MS4	1
372	6.0	CS3	1
382	6.0	CS2	1
392	6.0	CS4	1
402	6.0	CS2	1
412	6.0	MS2	1
428	6.0	CS1	1
438	6.0	MS3	1
450	6.0	MS4	1
464	6.0	CS3	1
