onset	duration	trial_type	correct
4	6.0	MS1	1
16	6.0	MS1	1
26	6.0	CS1	1
40	6.0	CS3	1
50	6.0	CS3	1
60	6.0	MS1	1
70	6.0	MS4	1
80	6.0	CS2	1
92	6.0	CS4	1
104	6.0	CS3	1
114	6.0	MS3	1
124	6.0	MS2	1
138	6.0	CS1	0
148	6.0	MS4	1
160	6.0	CS1	1
170	6.0	CS4	1
180	6.0	MS3	1
190	6.0	CS2	1
200	6.0	MS3	1
212	6.0	CS1	1
222	6.0	MS1	1
232	6.0	CS2	1
242	6.0	MS2	1
258	6.0	MS3	1
268	6.0	MS4	1
278	6.0	CS4	1
290	6.0	MS2	1
300	6.0	MS2	1
312	6.0	CS3	1
326	6.0	CS2	1
340	6.0	MS4	1
352	6.0	MS3	1
362	6.0	MS1	0
374	6.0	MS2	1
384	6.0	CS2	1
394	6.0	CS4	1
408	6.0	MS4	1
418	6.0	CS3	1
428	6.0	CS4	1
438	6.0	CS1	1
