onset	duration	trial_type	correct
4	6.0	CS1	0
14	6.0	MS4	0
30	6.0	CS4	1
40	6.0	MS3	1
50	6.0	CS1	1
60	6.0	MS3	1
70	6.0	CS3	1
80	6.0	MS2	1
94	6.0	CS3	1
108	6.0	CS2	1
118	6.0	MS3	1
128	6.0	CS4	1
138	6.0	CS2	1
148	6.0	MS4	1
158	6.0	MS4	1
168	6.0	MS1	1
178	6.0	CS4	1
190	6.0	CS2	1
200	6.0	CS4	1
212	6.0	MS1	1
222	6.0	CS3	0
232	6.0	CS1	0
244	6.0	CS2	1
254	6.0	MS2	1
270	6.0	MS2	0
280	6.0	CS3	0
292	6.0	CS4	1
302	6.0	CS3	1
312	6.0	CS2	1
324	6.0	CS1	0
334	6.0	MS1	1
344	6.0	CS1	1
358	6.0	MS4	0
368	6.0	MS2	1
380	6.0	MS2	1
390	6.0	MS1	1
400	6.0	MS4	1
414	6.0	MS1	1
428	6.0	MS3	1
438	6.0	MS3	1
