onset	duration	trial_type	correct
4	6.0	MS2	1
14	6.0	CS1	1
26	6.0	MS2	0
38	6.0	CS2	1
56	6.0	MS1	1
68	6.0	CS3	0
80	6.0	MS1	1
90	6.0	CS2	0
100	6.0	MS3	1
110	6.0	CS4	1
120	6.0	MS3	1
136	6.0	MS4	1
146	6.0	CS3	1
158	6.0	MS4	1
170	6.0	CS4	0
180	6.0	MS1	1
194	6.0	MS3	1
204	6.0	MS1	1
214	6.0	MS2	0
224	6.0	CS3	0
234	6.0	MS4	0
244	6.0	CS1	1
254	6.0	MS2	1
270	6.0	CS1	1
280	6.0	CS4	1
290	6.0	CS4	0
304	6.0	CS2	0
316	6.0	CS1	1
326	6.0	CS1	1
336	6.0	MS1	1
346	6.0	CS4	1
356	6.0	CS3	1
366	6.0	CS2	0
376	6.0	CS3	1
388	6.0	MS2	1
398	6.0	CS2	0
408	6.0	MS4	0
418	6.0	MS3	1
428	6.0	MS3	1
438	6.0	MS4	1
